0,0
0,0
0.003473,0.1853
0.006946,0.3706
0.010419,0.5559
0.013892,0.7412
0.017365,0.9265
0.025588,1.1136
0.033811,1.3006
0.042034,1.4877
0.050257,1.6747
0.05848,1.8618
0.063366,2.0512
0.068253,2.2406
0.07314,2.43
0.078026,2.6194
0.082913,2.8089
0.087692,3.0011
0.092472,3.1934
0.097251,3.3857
0.10203,3.5779
0.10681,3.7702
0.11754,3.965
0.12828,4.1598
0.13901,4.3546
0.14975,4.5494
0.16048,4.7441
0.17521,4.9409
0.18994,5.1376
0.20467,5.3343
0.2194,5.531
0.23413,5.7278
0.2427,5.9262
0.25128,6.1246
0.25986,6.323
0.26843,6.5214
0.27701,6.7198
0.27918,6.9195
0.28135,7.1192
0.28352,7.319
0.28569,7.5187
0.28786,7.7184
0.29737,7.9188
0.30687,8.1191
0.31638,8.3195
0.32589,8.5199
0.33539,8.7203
0.35165,8.9209
0.3679,9.1214
0.38416,9.322
0.40041,9.5225
0.41667,9.7231
0.43615,9.9231
0.45564,10.123
0.47512,10.323
0.49461,10.523
0.51409,10.723
0.52729,10.922
0.54049,11.121
0.55369,11.32
0.56689,11.519
0.58009,11.718
0.59146,11.916
0.60284,12.114
0.61422,12.312
0.62559,12.51
0.63697,12.709
0.65155,12.907
0.66613,13.105
0.68071,13.303
0.69529,13.501
0.70987,13.699
0.72578,13.897
0.7417,14.095
0.75762,14.294
0.77354,14.492
0.78946,14.69
0.80541,14.888
0.82137,15.087
0.83733,15.286
0.85328,15.484
0.86924,15.683
0.88532,15.882
0.90139,16.082
0.91747,16.282
0.93355,16.481
0.94963,16.681
0.96495,16.883
0.98028,17.084
0.9956,17.285
1.0109,17.487
1.0262,17.688
1.0405,17.892
1.0547,18.096
1.069,18.301
1.0833,18.505
1.0975,18.709
1.1152,18.916
1.1328,19.123
1.1505,19.331
1.1681,19.538
1.1858,19.745
1.1974,19.955
1.2091,20.165
1.2208,20.375
1.2325,20.584
1.2441,20.794
1.2561,21.004
1.268,21.215
1.2799,21.426
1.2919,21.636
1.3038,21.847
1.3198,22.058
1.3358,22.269
1.3517,22.479
1.3677,22.69
1.3837,22.901
1.3962,23.111
1.4087,23.322
1.4211,23.532
1.4336,23.742
1.4461,23.952
1.4591,24.161
1.472,24.369
1.485,24.577
1.4979,24.786
1.5109,24.994
1.5242,25.199
1.5376,25.405
1.551,25.61
1.5643,25.815
1.5777,26.02
1.5911,26.221
1.6044,26.422
1.6178,26.622
1.6312,26.823
1.6446,27.024
1.6579,27.219
1.6713,27.413
1.6847,27.608
1.698,27.803
1.7114,27.998
1.7249,28.188
1.7384,28.378
1.752,28.568
1.7655,28.758
1.779,28.948
1.7928,29.135
1.8066,29.322
1.8205,29.509
1.8343,29.696
1.8481,29.883
1.862,30.068
1.8758,30.253
1.8897,30.438
1.9036,30.623
1.9175,30.808
1.9313,30.992
1.9451,31.176
1.9589,31.36
1.9727,31.545
1.9865,31.729
2.0006,31.913
2.0147,32.098
2.0288,32.283
2.0429,32.467
2.057,32.652
2.0717,32.838
2.0865,33.024
2.1013,33.21
2.1161,33.396
2.1309,33.582
2.1469,33.771
2.1629,33.961
2.1789,34.15
2.1949,34.339
2.2109,34.528
2.2281,34.722
2.2453,34.916
2.2625,35.109
2.2797,35.303
2.2969,35.497
2.3155,35.694
2.3341,35.891
2.3527,36.088
2.3713,36.286
2.3899,36.483
2.4108,36.683
2.4317,36.882
2.4525,37.082
2.4734,37.282
2.4943,37.481
2.5132,37.682
2.532,37.883
2.5509,38.084
2.5698,38.285
2.5887,38.486
2.6005,38.687
2.6122,38.888
2.6239,39.089
2.6356,39.291
2.6473,39.492
2.6588,39.692
2.6702,39.893
2.6816,40.093
2.6931,40.294
2.7045,40.495
2.7237,40.694
2.7428,40.894
2.762,41.094
2.7811,41.293
2.8003,41.493
2.8188,41.69
2.8373,41.888
2.8559,42.086
2.8744,42.283
2.8929,42.481
2.9019,42.676
2.9109,42.87
2.9199,43.065
2.9288,43.259
2.9378,43.454
2.9422,43.646
2.9466,43.838
2.951,44.031
2.9554,44.223
2.9597,44.415
2.9648,44.605
2.9698,44.795
2.9749,44.986
2.9799,45.176
2.985,45.366
2.9893,45.555
2.9936,45.744
2.9979,45.933
3.0022,46.122
3.0065,46.312
3.0093,46.5
3.0121,46.689
3.0148,46.877
3.0176,47.065
3.0204,47.254
3.0225,47.442
3.0245,47.63
3.0265,47.819
3.0285,48.007
3.0305,48.195
3.0319,48.383
3.0332,48.571
3.0345,48.759
3.0358,48.947
3.0371,49.135
3.0379,49.323
3.0386,49.511
3.0394,49.699
3.0402,49.887
3.041,50.076
3.0416,50.264
3.0422,50.453
3.0427,50.642
3.0433,50.831
3.0439,51.02
3.0444,51.209
3.0448,51.398
3.0453,51.587
3.0457,51.776
3.0462,51.965
3.0465,52.154
3.0469,52.344
3.0472,52.533
3.0476,52.722
3.0479,52.911
