0,0
0,0
0.0030707,0.2792
0.0061413,0.55839
0.009212,0.83759
0.012283,1.1168
0.015353,1.396
0.020166,1.6723
0.024979,1.9486
0.029792,2.2249
0.034605,2.5012
0.039418,2.7775
0.046158,3.0514
0.052897,3.3252
0.059637,3.5991
0.066376,3.8729
0.073116,4.1467
0.08196,4.4188
0.090804,4.6908
0.099648,4.9628
0.10849,5.2349
0.11734,5.5069
0.12827,5.7776
0.13919,6.0483
0.15012,6.319
0.16105,6.5897
0.17198,6.8604
0.18497,7.1304
0.19795,7.4004
0.21093,7.6704
0.22392,7.9404
0.2369,8.2103
0.25218,8.48
0.26745,8.7496
0.28272,9.0192
0.298,9.2888
0.31327,9.5584
0.33104,9.8279
0.34881,10.097
0.36658,10.367
0.38435,10.637
0.40212,10.906
0.42262,11.176
0.44312,11.446
0.46362,11.716
0.48412,11.986
0.50462,12.256
0.52798,12.528
0.55135,12.799
0.57472,13.07
0.59808,13.341
0.62145,13.613
0.64732,13.885
0.6732,14.158
0.69907,14.431
0.72494,14.703
0.75082,14.976
0.77872,15.25
0.80663,15.525
0.83454,15.799
0.86244,16.073
0.89035,16.348
0.91976,16.624
0.94918,16.9
0.97859,17.176
1.008,17.452
1.0374,17.728
1.0678,18.006
1.0982,18.284
1.1285,18.561
1.1589,18.839
1.1893,19.117
1.2205,19.397
1.2517,19.678
1.2829,19.958
1.3141,20.238
1.3453,20.518
1.3773,20.802
1.4093,21.085
1.4413,21.369
1.4733,21.652
1.5052,21.935
1.5377,22.222
1.5701,22.51
1.6026,22.797
1.635,23.084
1.6674,23.371
1.7,23.662
1.7326,23.953
1.7652,24.244
1.7978,24.536
1.8304,24.827
1.8626,25.122
1.8948,25.417
1.927,25.712
1.9592,26.007
1.9914,26.302
2.0225,26.6
2.0536,26.899
2.0848,27.197
2.1159,27.495
2.147,27.793
2.1769,28.095
2.2069,28.396
2.2368,28.697
2.2667,28.998
2.2966,29.3
2.3251,29.604
2.3536,29.907
2.382,30.211
2.4105,30.515
2.439,30.819
2.465,31.125
2.491,31.431
2.5171,31.737
2.5431,32.043
2.5691,32.349
2.5918,32.656
2.6145,32.963
2.6371,33.27
2.6598,33.578
2.6825,33.885
2.7008,34.193
2.7192,34.501
2.7375,34.808
2.7559,35.116
2.7743,35.424
2.7875,35.732
2.8008,36.039
2.8141,36.347
2.8274,36.655
2.8406,36.962
2.8496,37.27
2.8586,37.578
2.8676,37.886
2.8766,38.194
2.8856,38.501
2.8916,38.81
2.8976,39.119
2.9035,39.427
2.9095,39.736
2.9155,40.044
2.9191,40.354
2.9226,40.664
2.9262,40.973
2.9298,41.283
2.9334,41.592
2.9355,41.903
2.9376,42.214
2.9396,42.525
2.9417,42.836
2.9438,43.147
2.9454,43.46
2.947,43.772
2.9486,44.085
2.9502,44.398
2.9518,44.711
2.9538,45.026
2.9557,45.341
2.9577,45.656
2.9597,45.971
2.9617,46.286
2.9654,46.604
2.9691,46.922
2.9728,47.24
2.9766,47.558
2.9803,47.876
2.9869,48.198
2.9935,48.519
3.0002,48.841
3.0068,49.163
3.0134,49.484
3.0223,49.809
3.0313,50.133
3.0402,50.458
3.0492,50.782
3.0581,51.107
3.0684,51.433
3.0788,51.759
3.0891,52.085
3.0994,52.412
3.1098,52.738
3.1208,53.066
3.1318,53.393
3.1429,53.721
3.1539,54.049
3.1649,54.376
3.1758,54.705
3.1867,55.033
3.1976,55.362
3.2084,55.69
3.2193,56.019
3.2297,56.347
3.24,56.675
3.2504,57.003
3.2608,57.332
3.2711,57.66
3.2808,57.987
3.2906,58.314
3.3003,58.641
3.31,58.967
3.3197,59.294
3.3281,59.619
3.3364,59.943
3.3447,60.267
3.3531,60.592
3.3614,60.916
3.3678,61.237
3.3742,61.558
3.3806,61.879
3.387,62.2
3.3935,62.52
3.3981,62.839
3.4028,63.157
3.4075,63.475
3.4122,63.794
3.4169,64.112
3.4202,64.429
3.4235,64.746
3.4268,65.063
3.4301,65.38
3.4334,65.698
3.4358,66.014
3.4381,66.331
3.4405,66.647
3.4428,66.964
3.4451,67.281
3.447,67.598
3.4489,67.915
3.4507,68.232
3.4526,68.549
3.4544,68.866
3.4558,69.185
3.4571,69.504
3.4584,69.823
3.4598,70.141
3.4611,70.46
3.4617,70.782
3.4624,71.104
3.4631,71.426
3.4637,71.748
3.4644,72.07
3.4645,72.396
3.4645,72.723
3.4646,73.05
3.4647,73.376
3.4648,73.703
3.4644,74.036
3.464,74.369
3.4636,74.701
3.4632,75.034
3.4628,75.367
3.462,75.705
3.4611,76.042
3.4603,76.38
3.4595,76.717
3.4586,77.055
3.4575,77.395
3.4563,77.735
3.4551,78.075
3.4539,78.415
3.4528,78.756
3.4512,79.097
3.4497,79.439
3.4482,79.781
3.4466,80.123
3.4451,80.464
