0,0
0,0
0.011907,0.20794
0.023814,0.41588
0.035721,0.62382
0.047628,0.83176
0.059535,1.0397
0.074099,1.248
0.088664,1.4563
0.10323,1.6646
0.11779,1.8729
0.13236,2.0812
0.15001,2.2903
0.16766,2.4994
0.18532,2.7085
0.20297,2.9176
0.22062,3.1267
0.23883,3.3344
0.25704,3.5421
0.27525,3.7498
0.29345,3.9576
0.31166,4.1653
0.32938,4.3712
0.3471,4.5771
0.36482,4.783
0.38254,4.989
0.40026,5.1949
0.41792,5.3989
0.43557,5.6028
0.45323,5.8068
0.47088,6.0108
0.48853,6.2147
0.50673,6.4192
0.52494,6.6236
0.54314,6.828
0.56134,7.0325
0.57954,7.2369
0.59884,7.4412
0.61814,7.6456
0.63744,7.8499
0.65675,8.0542
0.67605,8.2585
0.69679,8.4631
0.71753,8.6676
0.73828,8.8721
0.75902,9.0767
0.77976,9.2812
0.80172,9.4875
0.82367,9.6938
0.84562,9.9001
0.86757,10.106
0.88953,10.313
0.91204,10.52
0.93456,10.727
0.95707,10.934
0.97959,11.141
1.0021,11.348
1.0244,11.554
1.0467,11.76
1.0689,11.966
1.0912,12.172
1.1135,12.378
1.1352,12.581
1.1568,12.783
1.1785,12.986
1.2002,13.189
1.2218,13.392
1.2426,13.591
1.2634,13.789
1.2842,13.988
1.3049,14.187
1.3257,14.385
1.3451,14.579
1.3645,14.773
1.3838,14.967
1.4032,15.161
1.4226,15.354
1.4401,15.543
1.4576,15.731
1.4751,15.919
1.4927,16.108
1.5102,16.296
1.5261,16.478
1.542,16.659
1.5579,16.841
1.5739,17.023
1.5898,17.204
1.6048,17.379
1.6198,17.553
1.6348,17.728
1.6499,17.902
1.6649,18.076
1.6793,18.244
1.6937,18.412
1.7082,18.579
1.7226,18.747
1.737,18.915
1.7509,19.076
1.7648,19.236
1.7787,19.397
1.7925,19.558
1.8064,19.718
1.8202,19.873
1.834,20.028
1.8478,20.182
1.8616,20.337
1.8754,20.491
1.8889,20.64
1.9025,20.789
1.916,20.938
1.9296,21.087
1.9432,21.235
1.9558,21.378
1.9684,21.521
1.9811,21.663
1.9937,21.806
2.0063,21.949
2.0177,22.085
2.029,22.221
2.0403,22.357
2.0517,22.493
2.063,22.63
2.0733,22.762
2.0837,22.894
2.094,23.026
2.1043,23.158
2.1147,23.29
2.1246,23.42
2.1345,23.551
2.1444,23.681
2.1543,23.811
2.1642,23.941
2.1738,24.07
2.1834,24.198
2.1929,24.327
2.2025,24.456
2.212,24.584
2.2209,24.712
2.2297,24.84
2.2386,24.967
2.2475,25.095
2.2563,25.223
2.2642,25.35
2.2721,25.478
2.28,25.606
2.2879,25.733
2.2958,25.861
2.3031,25.988
