,x,y
0,0.0,0.0
1,0.30020001117587,5.0000000436557605e-05
2,0.6008000223517399,0.0005000000008731152
3,0.9018000335276098,0.001350000001309673
4,1.2032000447034799,0.0026000000017462306
5,1.5050000558793497,0.004250000002182788
6,1.8072000670552195,0.006300000002619346
7,2.1098000782310895,0.008750000003055904
8,2.4128000894069594,0.01160000000349246
9,2.7162001005828293,0.014850000003929019
10,3.020000111758699,0.018500000004365576
11,3.324200122934569,0.02255000000480213
12,3.628800134110439,0.027000000005238688
13,3.9338001452863085,0.03185000000567524
14,4.239200156462179,0.0371000000061118
15,4.545000167638048,0.042750000006548355
16,4.851200178813918,0.04880000000698491
17,5.157800189989787,0.05525000000742147
18,5.464800201165657,0.06210000000785802
19,5.772200212341526,0.06935000000829458
20,6.080000223517396,0.07700000000873114
21,6.388200234693265,0.0850500000091677
22,6.6968002458691345,0.09350000000960426
23,7.005800257045005,0.10235000001004083
24,7.315200268220875,0.11160000001047739
25,7.625000279396745,0.12125000001091395
26,7.935200290572615,0.1313000000113505
27,8.245800301748485,0.14175000001178706
28,8.556800312924354,0.15260000001222362
29,8.868200324100224,0.16385000001266017
30,9.180000335276093,0.17550000001309674
31,9.492200346451963,0.1875500000135333
32,9.804800357627832,0.20000000001396986
33,10.117800368803701,0.21285000001440643
34,10.431200379979572,0.22610000001484298
35,10.745000391155441,0.23975000001527955
36,11.059200402331312,0.2538000000157161
37,11.373800413507182,0.2682500000161527
38,11.688800424683052,0.28310000001658925
39,12.004200435858921,0.29835000001702583
40,12.320000447034792,0.3140000000174624
41,12.636200458210661,0.33005000001789897
42,12.952800469386531,0.34650000001833553
43,13.2698004805624,0.3633500000187721
44,13.58720049173827,0.3806000000192087
45,13.90500050291414,0.3982500000196453
46,14.22320051409001,0.41630000002008183
47,14.541800525265879,0.4347500000205184
48,14.860800536441749,0.45360000002095496
49,15.180200547617618,0.47285000002139155
50,15.500000558793488,0.49250000002182814
51,15.820200569969357,0.5125500000222647
52,16.140800581145225,0.5330000000227013
53,16.461800592321094,0.5538500000231379
54,16.78320060349696,0.5751000000235744
55,17.105000614672832,0.596750000024011
56,17.4272006258487,0.6188000000244476
57,17.74980063702457,0.6412500000248842
58,18.072800648200438,0.6641000000253208
59,18.39620065937631,0.6873500000257573
60,18.720000670552178,0.7110000000261939
61,19.044200681728046,0.7350500000266305
62,19.368800692903918,0.7595000000270671
63,19.693800704079788,0.7843500000275037
64,20.019200715255657,0.8096000000279402
65,20.345000726431525,0.8352500000283768
66,20.671200737607396,0.8613000000288134
67,20.997800748783266,0.88775000002925
68,21.324800759959135,0.9146000000296866
69,21.652200771135004,0.9418500000301231
70,21.980000782310874,0.9695000000305597
