,x,y
0,0.0,0.0
1,0.20013334078391332,0.00023333333304229495
2,0.40040001490115995,0.0007333333327512566
3,0.6006666890184066,0.001499999999126885
4,0.8009333631356532,0.0025333333321691798
5,1.0012000372528997,0.0038333333318781417
6,1.2014667113701463,0.00539999999825377
7,1.4017333854873928,0.007233333331296066
8,1.6020000596046393,0.009333333331005028
9,1.8022667337218858,0.011699999997380656
10,2.0025334078391324,0.014333333330422951
11,2.202800081956379,0.01723333333013191
12,2.4030667560736254,0.020399999996507538
13,2.603333430190872,0.023833333329549834
14,2.8036001043081185,0.027533333329258794
15,3.003866778425365,0.03149999999563442
16,3.2041334525426115,0.03573333332867672
17,3.404400126659858,0.040233333328385676
18,3.6046668007771046,0.04499999999476131
19,3.804933474894351,0.0500333333278036
20,4.005200149011598,0.055333333327512564
21,4.205466823128845,0.06089999999388819
22,4.405733497246091,0.06673333332693049
23,4.606000171363338,0.07283333332663945
24,4.806266845480584,0.07919999999301508
25,5.006533519597831,0.08583333332605737
26,5.206800193715077,0.09273333332576633
27,5.407066867832324,0.09989999999214197
28,5.60733354194957,0.10733333332518427
29,5.807600216066817,0.11503333332489324
30,6.007866890184063,0.12299999999126887
31,6.20813356430131,0.13123333332431117
32,6.408400238418556,0.13973333332402013
33,6.608666912535803,0.14849999999039576
34,6.808933586653049,0.15753333332343805
35,7.009200260770296,0.166833333323147
36,7.209466934887542,0.17639999998952263
37,7.409733609004789,0.18623333332256492
38,7.6100002831220355,0.1963333333222739
39,7.810266957239282,0.20669999998864955
40,8.010533631356529,0.21733333332169186
41,8.210800305473775,0.22823333332140083
42,8.411066979591022,0.23939999998777647
43,8.611333653708268,0.25083333332081875
44,8.811600327825515,0.2625333333205277
45,9.011867001942761,0.27449999998690333
46,9.212133676060008,0.28673333331994566
47,9.412400350177254,0.2992333333196546
48,9.6126670242945,0.3119999999860303
49,9.812933698411747,0.3250333333190726
50,10.013200372528994,0.33833333331878157
51,10.21346704664624,0.3518999999851572
52,10.413733720763487,0.3657333333181995
53,10.614000394880733,0.3798333333179085
54,10.81426706899798,0.3941999999842841
55,11.014533743115226,0.4088333333173264
56,11.214800417232473,0.4237333333170354
57,11.41506709134972,0.438899999983411
58,11.615333765466966,0.4543333333164533
59,11.815600439584212,0.47003333331616226
60,12.015867113701459,0.4859999999825379
61,12.216133787818706,0.5022333333155802
62,12.416400461935952,0.5187333333152891
63,12.616667136053199,0.5354999999816648
64,12.816933810170445,0.5525333333147071
65,13.017200484287692,0.5698333333144161
66,13.217467158404938,0.5873999999807917
67,13.417733832522185,0.605233333313834
68,13.618000506639431,0.623333333313543
69,13.818267180756678,0.6416999999799187
70,14.018533854873924,0.660333333312961
71,14.21880052899117,0.6792333333126699
72,14.419067203108417,0.6983999999790456
73,14.619333877225664,0.7178333333120879
74,14.81960055134291,0.7375333333117968
75,15.019867225460157,0.7574999999781724
76,15.220133899577403,0.7777333333112147
77,15.42040057369465,0.7982333333109237
78,15.620667247811896,0.8189999999772993
79,15.820933921929143,0.8400333333103417
80,16.02120059604639,0.8613333333100507
81,16.22146727016364,0.8828999999764263
82,16.421733944280888,0.9047333333094686
83,16.622000618398136,0.9268333333091776
84,16.822267292515384,0.9491999999755533
85,17.022533966632633,0.9718333333085956
86,17.22280064074988,0.9947333333083045
87,17.42306731486713,1.01789999997468
88,17.623333988984378,1.0413333333077224
89,17.823600663101626,1.0650333333074313
90,18.023867337218874,1.088999999973807
91,18.224134011336123,1.1132333333068491
92,18.42440068545337,1.1377333333065582
93,18.62466735957062,1.162499999972934
94,18.824934033687867,1.1875333333059763
95,19.025200707805116,1.2128333333056853
96,19.225467381922364,1.238399999972061
97,19.425734056039612,1.2642333333051032
98,19.62600073015686,1.2903333333048121
