,x,y
0,0,0
1,0.200133341,0.000233333
2,0.400533348,0.000733333
3,0.601200022,0.0015
4,0.802133363,0.002533333
5,1.003333371,0.003833333
6,1.204800045,0.0054
7,1.406533385,0.007233333
8,1.608533393,0.009333333
9,1.810800067,0.0117
10,2.013333408,0.014333333
11,2.216133415,0.017233333
12,2.419200089,0.0204
13,2.62253343,0.023833333
14,2.826133438,0.027533333
15,3.030000112,0.0315
16,3.234133453,0.035733333
17,3.43853346,0.040233333
18,3.643200134,0.045
19,3.848133475,0.050033333
20,4.053333482,0.055333333
21,4.258800156,0.0609
22,4.464533497,0.066733333
23,4.670533505,0.072833333
24,4.876800179,0.0792
25,5.08333352,0.085833333
26,5.290133527,0.092733333
27,5.497200201,0.0999
28,5.704533542,0.107333333
29,5.912133549,0.115033333
30,6.120000224,0.123
31,6.328133564,0.131233333
32,6.536533572,0.139733333
33,6.745200246,0.1485
34,6.954133587,0.157533333
35,7.163333594,0.166833333
36,7.372800268,0.1764
37,7.582533609,0.186233333
38,7.792533616,0.196333333
39,8.002800291,0.2067
40,8.213333631,0.217333333
41,8.424133639,0.228233333
42,8.635200313,0.2394
43,8.846533654,0.250833333
44,9.058133661,0.262533333
45,9.270000335,0.2745
46,9.482133676,0.286733333
47,9.694533684,0.299233333
48,9.907200358,0.312
49,10.1201337,0.325033333
50,10.33333371,0.338333333
51,10.54680038,0.3519
52,10.76053372,0.365733333
53,10.97453373,0.379833333
54,11.1888004,0.3942
55,11.40333374,0.408833333
56,11.61813375,0.423733333
57,11.83320042,0.4389
58,12.04853377,0.454333333
59,12.26413377,0.470033333
60,12.48000045,0.486
61,12.69613379,0.502233333
62,12.9125338,0.518733333
63,13.12920047,0.5355
64,13.34613381,0.552533333
65,13.56333382,0.569833333
66,13.78080049,0.5874
67,13.99853383,0.605233333
68,14.21653384,0.623333333
69,14.43480051,0.6417
70,14.65333385,0.660333333
71,14.87213386,0.679233333
72,15.09120054,0.6984
73,15.31053388,0.717833333
74,15.53013388,0.737533333
75,15.75000056,0.7575
76,15.9701339,0.777733333
77,16.19053391,0.798233333
78,16.41120058,0.819
79,16.63213392,0.840033333
80,16.85333393,0.861333333
81,17.0748006,0.8829
82,17.29653394,0.904733333
83,17.51853395,0.926833333
84,17.74080063,0.9492
85,17.96333397,0.971833333
86,18.18613397,0.994733333
87,18.40920065,1.0179
88,18.63253399,1.041333333
89,18.856134,1.065033333
90,19.08000067,1.089
91,19.30413401,1.113233333
92,19.52853402,1.137733333
93,19.75320069,1.1625
94,19.97813403,1.187533333
95,20.20333404,1.212833333
96,20.42880072,1.2384
97,20.65453406,1.264233333
98,20.88053406,1.290333333
99,21.10680074,1.3167
100,21.33333408,1.343333333
101,21.56013409,1.370233333
102,21.78720076,1.3974
103,22.0145341,1.424833333
104,22.24213411,1.452533333
105,22.47000078,1.4805
106,22.69813412,1.508733333
107,22.92653413,1.537233333
108,23.1552008,1.566
109,23.38413415,1.595033333
110,23.61333415,1.624333333
111,23.84280083,1.6539
112,24.07253417,1.683733333
113,24.30253418,1.713833333
114,24.53280085,1.7442
115,24.76333419,1.774833333
116,24.9941342,1.805733333
117,25.22520087,1.8369
118,25.45653421,1.868333333
119,25.68813422,1.900033333
120,25.92000089,1.932
121,26.15213423,1.964233333
122,26.38453424,1.996733333
123,26.61720092,2.0295
124,26.85013426,2.062533333
125,27.08333426,2.095833333
126,27.31680094,2.1294
127,27.55053428,2.163233333
128,27.78453429,2.197333333
129,28.01880096,2.2317
130,28.2533343,2.266333333
131,28.48813431,2.301233333
132,28.72320098,2.3364
133,28.95853432,2.371833333
134,29.19413433,2.407533333
135,29.43000101,2.4435
136,29.66613435,2.479733333
137,29.90253435,2.516233333
138,30.13920103,2.553
139,30.37613437,2.590033333
140,30.61333438,2.627333333
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
280,,
