本车_y,本车_x,目标车道前车_y,目标车道前车_x,目标车道后车_y,目标车道后车_x,原车道前车_y,原车道前车_x,原车道后车_y,原车道后车_x
0.0,0.0,3.317581577958281,25.951533512383733,3.081337147660424,-9.183613311521995,0.385878817871264,27.52389689221762,-0.10813334617369996,-17.16399591384443
0.01648,0.14211,3.3217018983483686,26.089701228657887,3.0810173004344446,-9.035867492216756,0.3883830987138357,27.635690578255307,-0.10792407843562586,-17.040114702974293
0.03296,0.28422,3.3258222187384554,26.22786894493204,3.0806974532084643,-8.888121672911515,0.3908873795564073,27.747484264292993,-0.10771481069755176,-16.916233492104148
0.04944,0.42633000000000004,3.3299425391285435,26.366036661206195,3.080377605982485,-8.740375853606276,0.393391660398979,27.85927795033068,-0.10750554295947765,-16.79235228123401
0.06592,0.56844,3.334062859518631,26.50420437748035,3.0800577587565052,-8.592630034301036,0.3958959412415507,27.971071636368364,-0.10729627522140356,-16.668471070363868
0.0824,0.71055,3.338183179908718,26.642372093754503,3.0797379115305255,-8.444884214995795,0.3984002220841223,28.08286532240605,-0.10708700748332944,-16.544589859493726
0.10099,0.85024,3.342198088524422,26.77898087936314,3.0792311156864285,-8.298637541160696,0.4009441041100619,28.189208429491387,-0.10582171982175234,-16.4207289597928
0.11957999999999999,0.9899399999999999,3.3462129971401255,26.91558966497178,3.078724319842331,-8.152390867325597,0.40348798613600145,28.295551536576724,-0.10455643216017521,-16.296868060091874
0.13815999999999998,1.1296,3.350227905755829,27.052198450580416,3.078217523998234,-8.006144193490496,0.40603186816194103,28.40189464366206,-0.10329114449859808,-16.173007160390945
0.15675,1.2693,3.354242814371533,27.188807236189056,3.0777107281541367,-7.859897519655396,0.40857575018788067,28.508237750747398,-0.10202585683702098,-16.049146260690023
0.17534,1.409,3.3582577229872363,27.325416021797693,3.0772039323100397,-7.713650845820297,0.4111196322138202,28.614580857832735,-0.10076056917544385,-15.925285360989093
0.19253,1.5528,3.3620895604428687,27.459934209971628,3.0766968081355595,-7.568425807170209,0.41371556763315886,28.714409883230715,-0.09933180947095402,-15.801841717305772
0.20970999999999998,1.6966,3.3659213978985,27.59445239814556,3.076189683961079,-7.423200768520122,0.4163115030524974,28.814238908628695,-0.09790304976646418,-15.67839807362245
0.2269,1.8404,3.369753235354132,27.728970586319495,3.075682559786598,-7.277975729870033,0.41890743847183604,28.914067934026676,-0.09647429006197435,-15.554954429939126
0.24409,1.9842,3.3735850728097643,27.863488774493426,3.075175435612118,-7.132750691219946,0.42150337389117465,29.013896959424656,-0.09504553035748452,-15.431510786255807
0.26127,2.128,3.3774169102653957,27.99800696266736,3.0746683114376374,-6.9875256525698575,0.4240993093105132,29.113725984822636,-0.09361677065299467,-15.308067142572483
0.2785,2.2751,3.3809365994063003,28.129964423005433,3.074237477605524,-6.842863006199446,0.4266707004825371,29.20821760322443,-0.09255854914993514,-15.185910298377468
0.29572,2.4221,3.384456288547204,28.261921883343504,3.0738066437734104,-6.698200359829034,0.42924209165456095,29.302709221626223,-0.09150032764687559,-15.063753454182452
0.31295,2.5691,3.3879759776881087,28.393879343681576,3.073375809941297,-6.5535377134586215,0.4318134828265847,29.397200840028013,-0.09044210614381605,-14.941596609987435
0.33016999999999996,2.7162,3.3914956668290133,28.525836804019647,3.072944976109184,-6.40887506708821,0.43438487399860864,29.49169245842981,-0.0893838846407565,-14.819439765792422
0.34739000000000003,2.8632,3.3950153559699174,28.65779426435772,3.07251414227707,-6.264212420717797,0.43695626517063246,29.5861840768316,-0.08832566313769696,-14.697282921597406
0.36449000000000004,3.015,3.398122553853142,28.786808971615024,3.072264305500383,-6.119543691553588,0.4394091848980168,29.677115443983595,-0.08811069383381778,-14.577083798674085
0.38158000000000003,3.1668,3.4012297517363663,28.915823678872332,3.0720144687236948,-5.974874962389379,0.441862104625401,29.76804681113559,-0.0878957245299386,-14.456884675750763
0.39868000000000003,3.3187,3.4043369496195908,29.044838386129637,3.0717646319470076,-5.830206233225169,0.44431502435278536,29.858978178287586,-0.08768075522605939,-14.336685552827442
