本车_y,本车_x,目标车道前车_y,目标车道前车_x,目标车道后车_y,目标车道后车_x,原车道前车_y,原车道前车_x,原车道后车_y,原车道后车_x
0.0,0.0,3.300139017497944,1.9668139355213157,3.1089903219556216,-34.92542046036118,0.1743827598918628,30.919865149240195,0.23042914006103743,-25.637896962353068
0.011339,0.26304,3.3013189563215426,2.2741997899492166,3.10853445823942,-34.619085144701,0.17365038286861287,31.229051499279095,0.23007773064631787,-25.3546884310352
0.022678,0.5260699999999999,3.30249889514514,2.5815856443771166,3.108078594523217,-34.31274982904082,0.1729180058453629,31.53823784931799,0.22972632123159825,-25.071479899717325
0.034016000000000005,0.7891100000000001,3.303678833968739,2.888971498805017,3.107622730807016,-34.00641451338064,0.17218562882211294,31.847424199356887,0.2293749118168787,-24.788271368399457
0.045355,1.0521,3.304858772792337,3.1963573532329184,3.1071668670908137,-33.70007919772046,0.171453251798863,32.156610549395786,0.2290235024021591,-24.50506283708159
0.05669400000000001,1.3152,3.306038711615935,3.5037432076608184,3.1067110033746115,-33.39374388206028,0.17072087477561304,32.46579689943468,0.2286720929874395,-24.221854305763713
0.070923,1.5744,3.3072863677083437,3.813710386863966,3.106544089941288,-33.08321747450897,0.17002951544106185,32.774816818478065,0.22831091118074234,-23.939323687836513
0.08515199999999999,1.8336,3.3085340238007523,4.123677566067112,3.106377176507965,-32.77269106695766,0.1693381561065106,33.08383673752145,0.22794972937404517,-23.656793069909305
0.09938,2.0928,3.3097816798931605,4.433644745270261,3.106210263074641,-32.46216465940635,0.16864679677195937,33.39285665656483,0.22758854756734798,-23.374262451982098
0.11360999999999999,2.352,3.3110293359855696,4.743611924473408,3.1060433496413182,-32.15163825185504,0.16795543743740818,33.701876575608225,0.22722736576065083,-23.091731834054897
0.12784,2.6112,3.3122769920779778,5.0535791036765545,3.1058764362079945,-31.841111844303725,0.16726407810285693,34.010896494651604,0.22686618395395364,-22.80920121612769
0.14209000000000002,2.8674,3.3136237056022724,5.36704506875667,3.1060620542311446,-31.526399618867778,0.1667249537718412,34.319507391545336,0.22652281560689538,-22.526732860359054
0.15635,3.1236,3.3149704191265665,5.680511033836785,3.1062476722542938,-31.211687393431827,0.16618582944082547,34.62811828843907,0.2261794472598371,-22.24426450459041
0.1706,3.3797,3.316317132650861,5.993976998916901,3.106433290277443,-30.89697516799588,0.16564670510980975,34.936729185332794,0.22583607891277885,-21.96179614882177
