本车_y,本车_x,目标车道前车_y,目标车道前车_x,目标车道后车_y,目标车道后车_x,原车道前车_y,原车道前车_x,原车道后车_y,原车道后车_x
0.0,0.0,4.2199469158014775,79.33573162761519,3.703741070443975,-6.108764900077688,0.413151680909686,23.92370973791691,0.11445536786753063,-32.37657783218651
0.005838,0.24969,4.222676360751992,79.61608491881525,3.701642910939151,-5.863251639849307,0.41596251839069737,24.200434594437482,0.11068438815027283,-32.059855184357346
0.011676,0.49938999999999995,4.225405805702506,79.8964382100153,3.699544751434326,-5.617738379620926,0.4187733558717086,24.477159450958048,0.106913408433015,-31.743132536528186
0.017514,0.74908,4.22813525065302,80.17679150121538,3.6974465919295016,-5.372225119392544,0.42158419335271996,24.75388430747862,0.10314242871575718,-31.42640988869902
0.023352,0.9987799999999999,4.230864695603534,80.45714479241543,3.6953484324246775,-5.126711859164164,0.4243950308337313,25.03060916399919,0.09937144899849938,-31.10968724086986
0.029189999999999997,1.2485,4.2335941405540485,80.73749808361549,3.693250272919853,-4.881198598935782,0.4272058683147426,25.30733402051976,0.09560046928124155,-30.792964593040693
0.039034,1.4941,4.234863780488414,81.01625902122888,3.6927058471420273,-4.637691372172117,0.4301349607141351,25.584003526759695,0.09109528956240515,-30.46889926869794
0.048878,1.7398,4.23613342042278,81.29501995884225,3.692161421364201,-4.394184145408451,0.43306405311352747,25.860673032999625,0.08659010984356871,-30.144833944355177
0.058723000000000004,1.9854,4.2374030603571455,81.57378089645563,3.691616995586376,-4.150676918644786,0.43599314551292,26.137342539239558,0.08208493012473231,-29.820768620012423
0.06856699999999999,2.231,4.238672700291511,81.852541834069,3.69107256980855,-3.90716969188112,0.43892223791231244,26.414012045479488,0.07757975040589589,-29.496703295669665
0.078411,2.4767,4.239942340225877,82.13130277168239,3.690528144030724,-3.6636624651174543,0.44185133031170487,26.690681551719422,0.07307457068705947,-29.172637971326907
0.092041,2.7235,4.240137372752511,82.4079269718972,3.6915518340095472,-3.421427888842447,0.44490336698388,26.96699070092584,0.06802280520023399,-28.842860942680204
0.10567,2.9703,4.240332405279146,82.68455117211201,3.6925755239883706,-3.1791933125674405,0.4479554036560551,27.24329985013226,0.06297103971340849,-28.5130839140335
0.1193,3.217,4.240527437805779,82.96117537232684,3.693599213967193,-2.9369587362924334,0.45100744032823015,27.519608999338676,0.05791927422658301,-28.1833068853868
0.13293,3.4638,4.240722470332415,83.23779957254165,3.694622903946017,-2.6947241600174268,0.4540594770004053,27.795918148545095,0.05286750873975752,-27.853529856740096
0.14656,3.7106,4.240917502859048,83.51442377275646,3.69564659392484,-2.4524895837424197,0.4571115136725803,28.07222729775151,0.04781574325293203,-27.523752828093393
0.16185,3.9615,4.240255578345975,83.7884592000948,3.6976232569579732,-2.2113655721072294,0.46028629146724465,28.347689534524388,0.042490249213859424,-27.190699005043008
0.17714000000000002,4.2125,4.239593653832902,84.06249462743315,3.6995999199911065,-1.9702415604720385,0.46346106926190894,28.623151771297263,0.03716475517478681,-26.857645181992623
0.19243,4.4634,4.2389317293198285,84.33653005477149,3.7015765830242398,-1.729117548836848,0.4666358470565733,28.89861400807014,0.031839261135714204,-26.52459135894223
0.20770999999999998,4.7143,4.238269804806755,84.61056548210983,3.703553246057373,-1.4879935372016577,0.46981062485123765,29.174076244843015,0.026513767096641598,-26.19153753589185
0.223,4.9652,4.237607880293682,84.88460090944818,3.7055299090905063,-1.246869525566467,0.47298540264590194,29.44953848161589,0.021188273057568985,-25.858483712841462
0.23828000000000002,5.2152,4.2363885315531515,85.15554984640895,3.7083765834926155,-1.0068421861129422,0.4762745502641629,29.723777506233,0.015753201366035266,-25.523517204145584
0.25356999999999996,5.4651,4.235169182812621,85.42649878336972,3.7112232578947246,-0.7668148466594175,0.47956369788242376,29.998016530850112,0.01031812967450154,-25.188550695449702
0.26885,5.715,4.2339498340720905,85.69744772033049,3.714069932296834,-0.5267875072058927,0.4828528455006847,30.272255555467222,0.004883057982967821,-24.853584186753825
0.28413,5.965,4.23273048533156,85.96839665729127,3.716916606698943,-0.286760167752368,0.48614199311894557,30.546494580084335,-0.0005520137085659018,-24.518617678057947
