本车_y,本车_x,目标车道前车_y,目标车道前车_x,目标车道后车_y,目标车道后车_x,原车道前车_y,原车道前车_x,原车道后车_y,原车道后车_x
0.0,0.0,2.494135377012971,24.26092425718315,2.9683712843690566,-11.554301315205691,-1.0864305621504418,26.39734333845871,-1.0347499788858103,-27.51601648992937
0.003819,0.23462,2.4944763521616626,24.47971790888612,2.9695546843763965,-11.370749725180817,-1.086100123888586,26.61056968421914,-1.0340570164744771,-27.30496208868614
0.007637899999999999,0.46925,2.4948173273103538,24.69851156058909,2.9707380843837354,-11.187198135155938,-1.08576968562673,26.823796029979565,-1.033364054063144,-27.0939076874429
0.011457,0.70387,2.495158302459045,24.917305212292057,2.9719214843910757,-11.003646545131062,-1.085439247364874,27.037022375739994,-1.0326710916518105,-26.88285328619967
0.015276,0.9385,2.4954992776077365,25.136098863995027,2.973104884398415,-10.820094955106187,-1.0851088091030183,27.25024872150042,-1.0319781292404773,-26.671798884956434
0.019094999999999997,1.1731,2.4958402527564276,25.354892515697998,2.9742882844057545,-10.636543365081309,-1.0847783708411622,27.463475067260845,-1.0312851668291438,-26.4607444837132
0.023255,1.409,2.496140633354681,25.570692794900037,2.9712989117797672,-10.453276432579788,-1.0844384814619703,27.67665198861187,-1.0303729922957805,-26.249655636491493
0.027416000000000003,1.6449,2.4964410139529343,25.786493074102076,2.96830953915378,-10.270009500078265,-1.084098592082778,27.889828909962887,-1.0294608177624167,-26.038566789269783
0.031576,1.8808,2.496741394551188,26.00229335330412,2.9653201665277917,-10.086742567576744,-1.083758702703586,28.103005831313908,-1.0285486432290534,-25.827477942048073
0.035736000000000004,2.1167,2.4970417751494414,26.218093632506157,2.962330793901805,-9.903475635075223,-1.0834188133243938,28.316182752664933,-1.0276364686956898,-25.616389094826367
0.039897,2.3526,2.4973421557476945,26.433893911708196,2.959341421275817,-9.7202087025737,-1.0830789239452017,28.52935967401595,-1.0267242941623262,-25.405300247604657
0.044016,2.5897,2.4976098241995857,26.647631940203087,2.956387516824061,-9.537327414571088,-1.0827275138678831,28.74246603996553,-1.0254546043044275,-25.19409293670847
